,loan_amnt,emp_length,home_ownership,annual_inc,loan_status,addr_state,dti,revol_util,total_acc,chargeoff_within_12_mths,pub_rec_bankruptcies,total_bal_ex_mort,approval
83527,13250.0,10.0,MORTGAGE,50000.0,Fully Paid,NY,14.66,58.6,39.0,0.0,0.0,32320.0,0
83528,6625.0,2.0,OWN,26562.0,Fully Paid,AL,11.43,66.0,15.0,0.0,0.0,6736.0,0
83529,8000.0,1.0,RENT,57000.0,Fully Paid,TX,15.18,72.5,17.0,0.0,1.0,30568.0,0
83532,5500.0,2.0,RENT,90000.0,Fully Paid,NY,14.56,64.5,24.0,0.0,0.0,32261.0,0
83534,10000.0,10.0,RENT,35000.0,Fully Paid,UT,5.9,38.2,14.0,0.0,0.0,6533.0,0
83535,7200.0,9.0,RENT,25000.0,Charged Off,WI,18.48,83.6,10.0,0.0,1.0,4153.0,1
83540,30000.0,1.0,RENT,97500.0,Fully Paid,NY,12.89,79.7,18.0,0.0,0.0,36329.0,0
83541,9000.0,1.0,MORTGAGE,68000.0,Fully Paid,IL,3.94,71.0,7.0,0.0,0.0,9437.0,0
83544,20000.0,10.0,MORTGAGE,106000.0,Fully Paid,FL,5.4,82.4,20.0,0.0,0.0,22257.0,0
83546,8325.0,3.0,RENT,24000.0,Fully Paid,MD,18.15,68.4,9.0,0.0,0.0,13951.0,0
83549,8000.0,3.0,MORTGAGE,35000.0,Fully Paid,NJ,22.8,53.2,17.0,0.0,0.0,15988.0,0
83550,6950.0,10.0,MORTGAGE,38168.0,Fully Paid,NC,20.22,29.5,20.0,0.0,0.0,16071.0,0
83551,10625.0,5.0,OWN,32000.0,Fully Paid,NV,24.9,76.1,13.0,0.0,0.0,20257.0,0
83553,8000.0,4.0,RENT,60000.0,Fully Paid,NY,7.8,61.0,16.0,0.0,0.0,14814.0,0
83555,6900.0,1.0,RENT,33400.0,Charged Off,NV,31.43,75.1,25.0,0.0,0.0,23766.0,1
83556,5275.0,2.0,RENT,31000.0,Fully Paid,OK,10.49,61.4,21.0,0.0,0.0,39480.0,0
83558,12575.0,10.0,MORTGAGE,47000.0,Fully Paid,NM,25.69,32.6,18.0,0.0,0.0,33158.0,0
83562,7175.0,10.0,MORTGAGE,30000.0,Fully Paid,UT,13.52,67.1,17.0,0.0,1.0,8795.0,0
83565,3000.0,8.0,RENT,55600.0,Fully Paid,CA,14.31,81.8,15.0,0.0,0.0,33430.0,0
83567,10000.0,1.0,RENT,40000.0,Fully Paid,FL,22.59,43.1,31.0,0.0,0.0,25368.0,0
83571,12000.0,3.0,RENT,45000.0,Fully Paid,NJ,9.09,44.4,9.0,0.0,0.0,14863.0,0
83578,10000.0,7.0,RENT,70000.0,Fully Paid,VA,13.35,69.8,12.0,0.0,0.0,19926.0,0
83583,16450.0,10.0,MORTGAGE,36600.0,Fully Paid,NC,16.56,52.6,14.0,0.0,0.0,13806.0,0
83584,5700.0,10.0,MORTGAGE,54000.0,Fully Paid,GA,22.73,70.6,23.0,0.0,0.0,31774.0,0
83591,12000.0,10.0,RENT,42500.0,Fully Paid,AR,10.18,46.7,18.0,0.0,0.0,11015.0,0
83593,28800.0,10.0,RENT,71000.0,Fully Paid,NJ,25.02,46.0,17.0,0.0,0.0,33288.0,0
83596,5000.0,1.0,RENT,40000.0,Fully Paid,FL,19.26,88.0,16.0,0.0,0.0,43769.0,0
83599,1200.0,1.0,RENT,57000.0,Fully Paid,NY,10.34,95.9,14.0,0.0,1.0,26958.0,0
83604,20000.0,4.0,RENT,48000.0,Fully Paid,VA,19.25,73.5,7.0,0.0,0.0,31692.0,0
83606,11300.0,1.0,RENT,43500.0,Fully Paid,TX,24.83,47.9,22.0,0.0,0.0,26698.0,0
83609,18000.0,7.0,RENT,54528.93,Fully Paid,CT,23.59,6.3,15.0,0.0,0.0,16916.0,0
83613,25000.0,8.0,MORTGAGE,70000.0,Charged Off,NC,2.42,47.6,13.0,0.0,1.0,3049.0,1
83617,12000.0,2.0,OWN,38000.0,Fully Paid,NJ,23.21,34.0,8.0,0.0,0.0,35134.0,0
83618,15000.0,1.0,RENT,97000.0,Charged Off,CA,14.83,83.2,22.0,0.0,0.0,25124.0,1
83619,8325.0,3.0,RENT,24000.0,Fully Paid,TX,20.45,68.7,11.0,0.0,0.0,12525.0,0
83621,7000.0,7.0,OWN,30000.0,Fully Paid,FL,21.12,58.8,9.0,0.0,0.0,26310.0,0
83624,16000.0,7.0,RENT,50000.0,Fully Paid,TN,12.88,82.0,7.0,0.0,1.0,20527.0,0
83625,6500.0,3.0,MORTGAGE,55000.0,Fully Paid,TN,12.84,78.6,10.0,0.0,0.0,28981.0,0
83626,12000.0,10.0,RENT,65000.0,Fully Paid,VA,12.0,49.0,17.0,0.0,0.0,20348.0,0
83627,10850.0,5.0,MORTGAGE,31288.0,Charged Off,RI,18.6,38.0,39.0,0.0,0.0,19230.0,1
83629,6000.0,7.0,RENT,52000.0,Fully Paid,CA,30.96,71.1,23.0,0.0,0.0,35274.0,0
83631,6000.0,3.0,RENT,50000.0,Fully Paid,MN,22.3,48.0,17.0,0.0,0.0,25778.0,0
83636,1500.0,1.0,RENT,100000.0,Fully Paid,CA,4.44,35.3,21.0,0.0,0.0,17562.0,0
83639,9975.0,7.0,RENT,40200.0,Fully Paid,NY,8.88,39.6,14.0,0.0,0.0,18673.0,0
83643,18000.0,9.0,RENT,48000.0,Fully Paid,NY,15.58,34.9,39.0,0.0,0.0,9869.0,0
83644,16000.0,1.0,RENT,115000.0,Fully Paid,MD,1.97,52.7,5.0,0.0,0.0,10799.0,0
83646,5000.0,7.0,OWN,60000.0,Fully Paid,IL,11.02,29.3,30.0,0.0,0.0,35706.0,0
83649,14000.0,3.0,RENT,55530.0,Fully Paid,FL,20.16,26.3,24.0,0.0,0.0,21603.0,0
83654,18000.0,10.0,RENT,47000.0,Fully Paid,LA,21.24,54.9,28.0,0.0,0.0,25531.0,0
83659,4300.0,3.0,RENT,35100.0,Fully Paid,NY,29.44,71.8,26.0,0.0,0.0,44254.0,0
83660,21000.0,4.0,MORTGAGE,165000.0,Fully Paid,DE,2.79,66.3,11.0,0.0,0.0,25872.0,0
83661,12700.0,10.0,RENT,52500.0,Charged Off,NY,12.0,52.3,20.0,0.0,0.0,14902.0,1
83663,28000.0,3.0,RENT,170000.0,Fully Paid,CA,8.59,82.8,24.0,0.0,0.0,49776.0,0
83673,10000.0,8.0,RENT,51690.0,Fully Paid,HI,15.41,74.9,12.0,0.0,0.0,23043.0,0
83676,15000.0,10.0,RENT,71500.0,Fully Paid,OH,13.51,50.1,14.0,0.0,1.0,15564.0,0
83677,9750.0,8.0,RENT,35000.0,Fully Paid,CA,12.34,80.8,13.0,0.0,1.0,8127.0,0
83679,19750.0,10.0,OWN,45000.0,Charged Off,LA,25.31,51.5,30.0,0.0,0.0,19915.0,1
83680,13000.0,3.0,RENT,50000.0,Charged Off,SD,19.22,48.7,44.0,0.0,0.0,26502.0,1
83681,7000.0,3.0,RENT,58000.0,Fully Paid,MA,7.97,20.3,11.0,0.0,0.0,16709.0,0
83682,12000.0,6.0,MORTGAGE,86000.0,Fully Paid,DC,8.2,38.3,27.0,0.0,0.0,34987.0,0
83683,8000.0,1.0,OWN,25000.0,Fully Paid,TX,14.16,64.7,15.0,0.0,0.0,13634.0,0
83684,11000.0,1.0,RENT,40000.0,Fully Paid,IL,7.08,55.9,8.0,0.0,0.0,9163.0,0
83685,7000.0,8.0,RENT,24000.0,Fully Paid,NY,32.89,67.2,16.0,0.0,0.0,17527.0,0
83686,7200.0,2.0,RENT,58000.0,Fully Paid,FL,15.81,66.5,12.0,0.0,0.0,25803.0,0
83687,12000.0,5.0,RENT,120000.0,Fully Paid,IL,10.4,60.7,22.0,0.0,0.0,28582.0,0
83691,8000.0,6.0,RENT,40000.0,Fully Paid,OH,23.1,82.9,6.0,0.0,0.0,39256.0,0
83696,17000.0,10.0,RENT,57000.0,Fully Paid,CA,23.18,89.2,14.0,0.0,0.0,34237.0,0
83699,12000.0,10.0,OWN,40000.0,Fully Paid,SC,15.6,55.6,27.0,0.0,0.0,47391.0,0
83703,10000.0,3.0,MORTGAGE,43000.0,Fully Paid,NH,13.4,52.6,28.0,0.0,1.0,26582.0,0
83704,16500.0,10.0,RENT,53800.0,Fully Paid,TX,18.38,80.9,14.0,0.0,0.0,31093.0,0
83705,16000.0,9.0,OWN,90000.0,Fully Paid,IL,5.17,58.0,9.0,0.0,0.0,17640.0,0
83706,20000.0,10.0,RENT,67000.0,Fully Paid,TN,16.46,77.2,35.0,0.0,0.0,20746.0,0
83709,11000.0,7.0,RENT,38000.0,Charged Off,AL,14.94,70.9,22.0,0.0,0.0,18112.0,1
83710,10000.0,7.0,MORTGAGE,35000.0,Fully Paid,CT,13.1,40.7,21.0,0.0,0.0,8428.0,0
83712,12000.0,2.0,RENT,52000.0,Fully Paid,FL,20.29,43.9,28.0,0.0,0.0,37689.0,0
83715,35000.0,10.0,OWN,100000.0,Fully Paid,OK,8.69,59.2,13.0,0.0,0.0,33199.0,0
83719,4800.0,3.0,RENT,52000.0,Fully Paid,CA,3.53,43.3,24.0,0.0,0.0,5062.0,0
83721,24250.0,10.0,RENT,55102.0,Fully Paid,CA,18.14,86.4,15.0,0.0,0.0,37249.0,0
83722,9000.0,10.0,OWN,45000.0,Charged Off,KS,13.23,88.3,8.0,0.0,0.0,18805.0,1
83723,10000.0,8.0,RENT,74000.0,Fully Paid,CA,14.64,57.5,18.0,0.0,0.0,30225.0,0
83728,4500.0,3.0,RENT,24900.0,Fully Paid,FL,20.19,44.7,24.0,0.0,0.0,23401.0,0
83733,5000.0,9.0,RENT,45000.0,Fully Paid,VA,12.64,32.7,26.0,0.0,1.0,14585.0,0
83738,12000.0,9.0,OWN,37000.0,Fully Paid,TX,26.4,54.7,26.0,0.0,0.0,22758.0,0
83740,5000.0,1.0,RENT,60000.0,Fully Paid,NY,9.14,61.8,20.0,0.0,0.0,11492.0,0
83741,7000.0,3.0,RENT,30000.0,Charged Off,CA,16.02,31.2,40.0,0.0,0.0,9451.0,1
83742,16425.0,10.0,RENT,37000.0,Fully Paid,VA,5.38,14.5,13.0,0.0,0.0,2762.0,0
83743,9000.0,2.0,MORTGAGE,26000.0,Charged Off,CT,18.83,67.4,11.0,0.0,0.0,12643.0,1
83751,19750.0,10.0,RENT,45000.0,Fully Paid,HI,25.15,69.2,33.0,0.0,1.0,23005.0,0
83754,10000.0,10.0,RENT,36000.0,Charged Off,PA,8.2,64.3,8.0,0.0,0.0,8875.0,1
83755,11200.0,7.0,MORTGAGE,40000.0,Fully Paid,OK,20.34,62.8,22.0,0.0,4.0,18623.0,0
83759,14000.0,2.0,RENT,78000.0,Fully Paid,VA,1.69,1.6,19.0,0.0,0.0,798.0,0
83764,18000.0,2.0,RENT,65000.0,Fully Paid,MN,9.01,33.8,24.0,0.0,0.0,30784.0,0
83767,9450.0,8.0,RENT,43000.0,Fully Paid,PA,9.99,64.2,20.0,0.0,0.0,22086.0,0
83768,2250.0,10.0,RENT,33000.0,Fully Paid,CA,3.24,28.0,9.0,0.0,0.0,1289.0,0
83774,14000.0,1.0,OWN,45000.0,Fully Paid,FL,21.07,38.3,27.0,0.0,0.0,34573.0,0
83775,10000.0,6.0,RENT,95000.0,Fully Paid,NH,20.75,31.4,39.0,0.0,0.0,39982.0,0
83777,16000.0,6.0,RENT,64000.0,Fully Paid,CA,22.52,96.5,21.0,0.0,0.0,31825.0,0
83778,15000.0,10.0,OWN,79000.0,Fully Paid,OH,6.62,68.6,28.0,0.0,0.0,13094.0,0
83780,7500.0,10.0,RENT,56000.0,Fully Paid,TX,4.24,30.6,20.0,0.0,1.0,8929.0,0
83781,18000.0,10.0,RENT,160000.0,Fully Paid,CA,3.26,30.6,29.0,1.0,0.0,6424.0,0
83791,9000.0,2.0,RENT,40000.0,Fully Paid,IL,7.14,73.0,9.0,0.0,0.0,9852.0,0
83792,20000.0,2.0,RENT,65000.0,Fully Paid,NH,11.0,74.8,27.0,0.0,0.0,27745.0,0
83794,25000.0,4.0,OWN,65000.0,Fully Paid,LA,22.74,85.3,16.0,0.0,0.0,42876.0,0
83795,5500.0,10.0,RENT,47000.0,Fully Paid,NY,16.19,20.5,15.0,0.0,0.0,23620.0,0
83796,9000.0,1.0,RENT,30000.0,Charged Off,NY,13.09,64.7,22.0,0.0,0.0,39737.0,1
83797,16000.0,9.0,RENT,85000.0,Charged Off,CA,9.04,85.3,31.0,0.0,0.0,33565.0,1
83799,6075.0,10.0,RENT,32000.0,Fully Paid,NY,16.01,54.9,15.0,0.0,0.0,10863.0,0
83802,10000.0,10.0,MORTGAGE,38000.0,Charged Off,MA,20.12,55.5,12.0,0.0,1.0,21557.0,1
83803,12000.0,5.0,RENT,60000.0,Fully Paid,CA,16.42,50.5,30.0,0.0,0.0,36318.0,0
83804,18000.0,1.0,MORTGAGE,40000.0,Fully Paid,KS,25.38,28.6,20.0,0.0,0.0,36328.0,0
83806,9975.0,8.0,RENT,98633.6,Fully Paid,FL,14.03,95.1,20.0,0.0,0.0,27728.0,0
83809,6000.0,1.0,RENT,40000.0,Charged Off,NM,18.12,93.5,27.0,0.0,0.0,28852.0,1
83815,25000.0,1.0,RENT,112500.0,Fully Paid,PA,6.59,11.5,51.0,0.0,0.0,10319.0,0
83816,4800.0,2.0,RENT,30000.0,Charged Off,CA,1.32,0.3,11.0,0.0,0.0,44308.0,1
83820,12000.0,6.0,RENT,43700.0,Fully Paid,KY,12.08,36.3,17.0,0.0,0.0,15633.0,0
83824,18650.0,10.0,OWN,60000.0,Fully Paid,CT,5.92,88.3,18.0,0.0,0.0,12059.0,0
83831,9000.0,10.0,RENT,50000.0,Fully Paid,CA,22.23,46.4,19.0,0.0,0.0,33592.0,0
83832,3600.0,10.0,RENT,42500.0,Fully Paid,PA,18.58,17.4,23.0,0.0,0.0,17358.0,0
83835,20000.0,6.0,MORTGAGE,82000.0,Fully Paid,FL,12.01,46.9,25.0,0.0,0.0,19593.0,0
83836,12000.0,5.0,MORTGAGE,60000.0,Fully Paid,TX,16.34,63.4,28.0,0.0,0.0,20418.0,0
83838,10000.0,10.0,OWN,55000.0,Fully Paid,TX,21.75,42.1,32.0,0.0,0.0,39094.0,0
83840,12000.0,4.0,RENT,51577.0,Fully Paid,NY,22.96,82.5,12.0,0.0,0.0,36206.0,0
83853,18825.0,7.0,RENT,42000.0,Fully Paid,PA,26.06,83.3,15.0,0.0,0.0,32952.0,0
83856,7100.0,6.0,OWN,40000.0,Fully Paid,IL,13.5,90.5,16.0,0.0,0.0,17011.0,0
83860,14400.0,2.0,RENT,50000.0,Fully Paid,NC,13.77,13.4,15.0,0.0,1.0,16717.0,0
83869,15000.0,9.0,RENT,70000.0,Fully Paid,AZ,15.43,44.6,20.0,0.0,0.0,28245.0,0
83872,9600.0,10.0,RENT,44000.0,Fully Paid,NM,14.84,86.5,9.0,0.0,0.0,16869.0,0
83873,15600.0,8.0,RENT,36865.61,Fully Paid,FL,30.89,89.9,14.0,0.0,0.0,47225.0,0
83874,8000.0,4.0,RENT,42000.0,Fully Paid,TX,9.2,87.7,10.0,0.0,0.0,8487.0,0
83875,8325.0,2.0,RENT,24000.0,Fully Paid,CA,15.45,52.8,15.0,0.0,0.0,9742.0,0
83876,9250.0,10.0,RENT,28000.0,Fully Paid,FL,17.96,80.3,16.0,0.0,0.0,43274.0,0
83877,10000.0,8.0,RENT,43653.38,Charged Off,FL,7.61,71.5,14.0,0.0,0.0,13725.0,1
83878,9925.0,2.0,RENT,31200.0,Fully Paid,CA,19.73,60.4,14.0,0.0,0.0,24604.0,0
83880,12000.0,3.0,MORTGAGE,160000.0,Fully Paid,MN,9.79,35.7,14.0,0.0,0.0,49515.0,0
83885,19200.0,5.0,RENT,45000.0,Fully Paid,CA,22.53,86.2,23.0,0.0,0.0,12157.0,0
83890,9600.0,3.0,RENT,45000.0,Fully Paid,FL,13.92,33.1,22.0,0.0,0.0,8431.0,0
83894,3900.0,6.0,RENT,22000.0,Fully Paid,NY,7.47,49.3,7.0,0.0,0.0,3599.0,0
83897,2400.0,7.0,RENT,45000.0,Fully Paid,CA,22.24,51.8,35.0,0.0,0.0,40735.0,0
83901,10000.0,1.0,RENT,40000.0,Fully Paid,WI,16.83,52.1,10.0,0.0,1.0,14542.0,0
83902,8000.0,10.0,RENT,60000.0,Fully Paid,CA,13.49,66.9,10.0,0.0,0.0,31524.0,0
83903,11000.0,1.0,RENT,89079.12,Fully Paid,WI,1.78,71.4,6.0,0.0,0.0,4572.0,0
83904,18000.0,3.0,RENT,105000.0,Fully Paid,TX,10.77,55.9,13.0,0.0,1.0,35671.0,0
83907,9000.0,6.0,RENT,45000.0,Fully Paid,FL,15.79,49.2,23.0,0.0,0.0,28204.0,0
83909,13350.0,7.0,MORTGAGE,50000.0,Fully Paid,OH,14.26,91.4,22.0,0.0,1.0,15258.0,0
83911,15000.0,2.0,RENT,39500.0,Fully Paid,WA,12.09,49.2,12.0,0.0,0.0,16896.0,0
83912,5800.0,4.0,RENT,23000.0,Fully Paid,WA,15.76,42.7,14.0,0.0,0.0,9260.0,0
83919,3600.0,8.0,RENT,58000.0,Charged Off,NY,10.63,48.5,13.0,0.0,0.0,34262.0,1
83920,20000.0,7.0,RENT,58500.0,Charged Off,CA,18.81,30.8,19.0,0.0,0.0,21084.0,1
83922,15575.0,7.0,MORTGAGE,58240.0,Fully Paid,CA,13.11,74.2,26.0,0.0,0.0,28062.0,0
83924,18225.0,5.0,RENT,92000.0,Fully Paid,CT,8.66,34.8,24.0,0.0,0.0,25961.0,0
83925,22000.0,2.0,OWN,58000.0,Charged Off,FL,7.06,37.6,24.0,0.0,0.0,15219.0,1
83927,11000.0,1.0,OWN,50000.0,Fully Paid,MA,15.34,95.4,18.0,0.0,0.0,20275.0,0
83928,15850.0,10.0,OWN,55000.0,Fully Paid,NJ,14.33,85.2,18.0,0.0,0.0,17193.0,0
83934,6075.0,6.0,RENT,42500.0,Fully Paid,KS,28.8,54.1,34.0,0.0,0.0,41623.0,0
83938,2800.0,2.0,RENT,28000.0,Fully Paid,SD,18.99,56.5,12.0,0.0,0.0,42263.0,0
83941,16000.0,6.0,OWN,36000.0,Fully Paid,GA,29.8,61.5,11.0,0.0,1.0,19676.0,0
83942,18000.0,5.0,RENT,86000.0,Fully Paid,NJ,5.88,30.8,15.0,0.0,0.0,20007.0,0
83948,20800.0,8.0,RENT,110000.0,Fully Paid,CA,11.86,33.9,36.0,0.0,0.0,48267.0,0
83949,12000.0,3.0,MORTGAGE,47000.0,Fully Paid,SD,16.44,24.1,26.0,0.0,1.0,19229.0,0
83953,14125.0,2.0,RENT,50000.0,Fully Paid,MO,14.42,29.6,39.0,0.0,0.0,29144.0,0
83955,25000.0,6.0,RENT,60000.0,Fully Paid,NJ,21.64,81.7,22.0,0.0,0.0,45860.0,0
83959,16000.0,2.0,RENT,47000.0,Fully Paid,NY,6.61,41.2,10.0,0.0,0.0,12602.0,0
83963,14000.0,10.0,MORTGAGE,78000.0,Fully Paid,NJ,16.63,48.5,55.0,0.0,1.0,27460.0,0
83965,18250.0,10.0,MORTGAGE,41000.0,Fully Paid,VA,6.35,90.2,14.0,0.0,0.0,8728.0,0
83968,8000.0,10.0,MORTGAGE,56000.0,Fully Paid,CA,9.77,29.6,13.0,0.0,0.0,10164.0,0
83973,12800.0,10.0,RENT,75000.0,Fully Paid,TX,16.14,56.7,14.0,0.0,0.0,33155.0,0
83975,20000.0,10.0,RENT,72000.0,Charged Off,CT,9.39,49.6,12.0,0.0,0.0,17526.0,1
83982,30000.0,3.0,RENT,75000.0,Fully Paid,FL,21.85,53.2,55.0,0.0,0.0,45517.0,0
83987,21000.0,10.0,RENT,75600.0,Fully Paid,FL,13.6,59.5,17.0,0.0,0.0,36415.0,0
83990,10000.0,10.0,RENT,73000.0,Charged Off,NJ,20.98,56.7,21.0,0.0,0.0,49359.0,1
83992,7200.0,1.0,RENT,40000.0,Charged Off,TX,28.53,44.1,27.0,0.0,0.0,30421.0,1
83993,9000.0,9.0,RENT,50000.0,Fully Paid,NY,4.32,25.8,17.0,0.0,0.0,4209.0,0
83998,9750.0,10.0,RENT,28000.0,Fully Paid,NY,12.47,37.0,26.0,0.0,0.0,7395.0,0
84001,1675.0,10.0,RENT,57957.0,Fully Paid,NY,32.96,52.3,43.0,0.0,0.0,23954.0,0
84005,14575.0,3.0,RENT,80559.0,Charged Off,MA,7.61,87.7,8.0,0.0,0.0,6837.0,1
84008,24625.0,10.0,RENT,55000.0,Fully Paid,NY,13.99,76.4,18.0,0.0,0.0,21245.0,0
84014,7000.0,10.0,OWN,90000.0,Fully Paid,GA,6.11,79.6,38.0,0.0,0.0,25490.0,0
84015,6000.0,10.0,RENT,71424.0,Fully Paid,MD,14.82,47.6,54.0,0.0,1.0,28840.0,0
84016,8000.0,10.0,RENT,45000.0,Fully Paid,CT,28.77,35.0,16.0,0.0,0.0,43429.0,0
84018,18225.0,8.0,MORTGAGE,41000.0,Fully Paid,CA,13.39,90.9,26.0,0.0,0.0,8562.0,0
84019,14000.0,10.0,RENT,37000.0,Fully Paid,NY,15.76,80.1,21.0,0.0,0.0,17457.0,0
84022,8000.0,10.0,RENT,53000.0,Fully Paid,CA,18.57,68.7,15.0,0.0,0.0,12176.0,0
84027,15000.0,3.0,OWN,40000.0,Fully Paid,IL,32.7,81.9,13.0,0.0,1.0,40341.0,0
84028,6250.0,4.0,RENT,110000.0,Fully Paid,CA,5.55,21.7,21.0,0.0,0.0,13888.0,0
84029,20000.0,10.0,RENT,80000.0,Fully Paid,WA,19.86,80.7,27.0,0.0,0.0,41612.0,0
84034,17000.0,3.0,RENT,125000.0,Fully Paid,MA,3.14,91.9,5.0,0.0,0.0,11574.0,0
84035,14000.0,9.0,RENT,80000.0,Fully Paid,OR,20.46,94.2,15.0,0.0,0.0,34752.0,0
84038,28000.0,2.0,RENT,80000.0,Fully Paid,FL,16.91,59.4,17.0,0.0,0.0,38630.0,0
84046,13200.0,10.0,RENT,50000.0,Fully Paid,NY,9.06,24.5,15.0,0.0,1.0,11002.0,0
84048,11200.0,6.0,RENT,80000.0,Charged Off,CA,10.58,49.7,43.0,0.0,1.0,35621.0,1
84049,9600.0,8.0,RENT,40000.0,Fully Paid,CA,23.42,64.0,26.0,0.0,1.0,35155.0,0
84050,5000.0,7.0,OWN,82000.0,Fully Paid,GA,11.31,82.0,8.0,0.0,0.0,45387.0,0
84051,15500.0,7.0,RENT,55000.0,Charged Off,NY,5.93,26.3,28.0,0.0,0.0,17654.0,1
84052,11200.0,5.0,RENT,42000.0,Fully Paid,IN,31.43,70.8,30.0,0.0,0.0,46975.0,0
84054,16800.0,3.0,RENT,69000.0,Fully Paid,NC,10.89,92.2,20.0,0.0,0.0,11594.0,0
84055,20000.0,1.0,RENT,45000.0,Fully Paid,CA,19.89,85.5,17.0,0.0,0.0,14211.0,0
84056,25475.0,10.0,MORTGAGE,102000.0,Fully Paid,VA,3.36,79.5,12.0,0.0,0.0,10575.0,0
84061,8875.0,8.0,RENT,25500.0,Fully Paid,CO,21.79,74.4,9.0,0.0,0.0,12745.0,0
84064,3500.0,10.0,OWN,51000.0,Fully Paid,FL,11.25,89.2,21.0,0.0,0.0,14286.0,0
84065,5500.0,1.0,RENT,25000.0,Fully Paid,FL,3.36,38.2,18.0,0.0,0.0,25345.0,0
84066,5500.0,6.0,RENT,61000.0,Fully Paid,NY,8.32,78.9,10.0,0.0,0.0,6103.0,0
84067,15000.0,6.0,RENT,60000.0,Fully Paid,CA,15.58,58.6,23.0,0.0,0.0,21322.0,0
84070,12000.0,7.0,OWN,58981.52,Fully Paid,IL,24.25,51.7,24.0,0.0,0.0,37149.0,0
84072,8000.0,3.0,RENT,48000.0,Fully Paid,AL,2.93,19.3,12.0,0.0,0.0,4433.0,0
84078,15000.0,7.0,RENT,45000.0,Fully Paid,CA,13.0,75.0,10.0,0.0,0.0,15965.0,0
84079,1500.0,3.0,RENT,23000.0,Charged Off,FL,7.15,50.8,8.0,0.0,0.0,4011.0,1
84083,10375.0,1.0,RENT,30000.0,Fully Paid,WA,21.24,83.5,23.0,0.0,0.0,13833.0,0
84086,4350.0,8.0,RENT,30000.0,Fully Paid,FL,11.56,50.2,17.0,0.0,0.0,9344.0,0
84087,21850.0,10.0,MORTGAGE,67680.0,Fully Paid,CA,2.51,10.1,9.0,0.0,0.0,4191.0,0
84088,12725.0,7.0,MORTGAGE,80000.0,Fully Paid,OH,15.77,56.7,34.0,0.0,1.0,27887.0,0
84089,6000.0,1.0,OWN,39000.0,Fully Paid,MI,6.71,69.0,30.0,0.0,1.0,8416.0,0
84095,6000.0,9.0,RENT,33600.0,Fully Paid,OH,24.04,59.2,18.0,0.0,1.0,10740.0,0
84100,11200.0,8.0,RENT,39000.0,Fully Paid,IN,17.08,69.5,18.0,0.0,1.0,14034.0,0
84106,15000.0,1.0,RENT,59728.0,Fully Paid,FL,5.02,17.2,29.0,0.0,0.0,13802.0,0
84108,7750.0,1.0,MORTGAGE,78000.0,Fully Paid,TX,12.57,57.7,22.0,0.0,0.0,14559.0,0
84110,11500.0,10.0,RENT,40000.0,Fully Paid,CA,20.01,31.5,15.0,0.0,0.0,17916.0,0
84113,16000.0,10.0,MORTGAGE,61500.0,Fully Paid,NJ,14.97,44.1,18.0,0.0,0.0,35714.0,0
84115,5000.0,3.0,RENT,31000.0,Fully Paid,CA,20.94,46.9,25.0,0.0,0.0,23098.0,0
84120,17625.0,7.0,RENT,40000.0,Fully Paid,CO,20.19,54.7,16.0,0.0,0.0,24193.0,0
84121,21000.0,10.0,RENT,87000.0,Fully Paid,OH,21.21,42.6,40.0,0.0,0.0,37198.0,0
84128,8000.0,1.0,RENT,39000.0,Fully Paid,CT,4.62,70.8,30.0,0.0,0.0,3824.0,0
84136,12000.0,6.0,RENT,40300.0,Fully Paid,MA,6.43,86.9,6.0,0.0,0.0,6607.0,0
84142,6000.0,10.0,MORTGAGE,70000.0,Fully Paid,OR,12.6,51.4,20.0,0.0,1.0,17710.0,0
84143,18000.0,5.0,RENT,40000.0,Fully Paid,VA,19.8,67.9,17.0,0.0,0.0,19035.0,0
84144,20950.0,10.0,RENT,48000.0,Fully Paid,HI,22.44,77.8,14.0,0.0,0.0,30506.0,0
84145,10000.0,10.0,RENT,37000.0,Fully Paid,IL,12.65,55.0,12.0,0.0,1.0,13811.0,0
84148,32350.0,10.0,RENT,72000.0,Fully Paid,NY,16.63,46.6,24.0,0.0,0.0,33585.0,0
84151,10000.0,10.0,OWN,49200.0,Fully Paid,NC,10.02,68.1,8.0,0.0,0.0,15737.0,0
84153,3000.0,1.0,RENT,35000.0,Fully Paid,FL,26.19,57.7,16.0,0.0,0.0,22887.0,0
84155,11875.0,8.0,OWN,34000.0,Fully Paid,CT,34.24,59.4,21.0,0.0,0.0,28116.0,0
84159,10800.0,2.0,RENT,36000.0,Fully Paid,GA,32.29,72.2,17.0,0.0,0.0,16934.0,0
84161,20000.0,10.0,RENT,65956.0,Charged Off,FL,14.91,82.9,11.0,0.0,0.0,19418.0,1
84162,8575.0,6.0,RENT,37000.0,Fully Paid,NY,9.21,56.4,30.0,0.0,1.0,31844.0,0
84165,10000.0,8.0,RENT,42500.0,Fully Paid,NY,22.19,44.9,21.0,0.0,0.0,19183.0,0
84166,10000.0,4.0,RENT,54000.0,Fully Paid,FL,10.64,38.1,14.0,0.0,0.0,18320.0,0
84171,6000.0,10.0,RENT,37000.0,Fully Paid,CA,7.46,47.4,19.0,0.0,0.0,4552.0,0
84172,7500.0,10.0,RENT,45000.0,Fully Paid,FL,26.34,73.1,32.0,0.0,0.0,27979.0,0
